task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,perplexity,bleu,chrf,rouge_l,meteor,codebleu,ast_similarity,codebert_score,bertscore,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,canon_perplexity,n_output_tokens
mbpp_45,mbpp,pass,0,,0,,0,8.000,2.000,100.000,0.000,0.000,0.000,1.000,0.000,3.000,1.817,41.121,51.479,60.526,,29.297,78.146,87.404,91.786,11.000,4.000,72.138,4.755,0.500,2.377,2.000,0.000,3.000,1.866,187
mbpp_46,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,4.007,37.178,45.596,48.000,,38.011,86.364,84.215,91.197,5.000,2.000,79.742,4.755,0.500,2.377,2.000,0.000,2.000,4.013,99
mbpp_47,mbpp,fail,0,,0,,0,9.000,1.000,66.281,66.608,2.667,177.621,6.000,0.000,1.000,2.217,17.870,36.428,37.333,,19.155,59.200,79.433,90.906,10.000,4.000,63.410,108.000,5.400,583.200,5.000,0.000,1.000,3.751,274
mbpp_48,mbpp,fail,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,15.692,5.070,28.200,42.105,,5.018,26.471,76.669,89.433,8.000,3.000,63.903,96.000,6.222,597.333,3.000,0.000,0.000,3.600,201
mbpp_49,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,5.778,17.544,44.319,33.333,,30.086,82.927,83.042,91.071,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,6.746,134
mbpp_50,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.489,13.329,32.904,36.364,,18.053,56.250,85.764,92.444,4.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.259,219
mbpp_51,mbpp,fail,0,,0,,0,7.000,5.000,95.279,48.000,1.833,88.000,4.000,28.571,0.000,2.497,19.282,58.553,33.962,,49.925,66.667,79.718,91.748,5.000,2.000,77.482,10.000,0.500,5.000,2.000,0.000,0.000,4.304,173
mbpp_52,mbpp,pass,1,magic_number,0,,3,5.000,1.000,96.388,39.863,1.000,39.863,0.000,20.000,1.000,3.952,9.770,43.303,26.316,,29.330,46.429,82.631,88.846,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,0.000,7.419,79
mbpp_53,mbpp,pass,0,,0,,0,5.000,2.000,77.028,11.610,1.000,11.610,2.000,0.000,0.000,3.118,37.846,67.068,80.000,,36.723,100.000,93.705,95.116,5.000,2.000,77.028,11.610,1.000,11.610,2.000,0.000,0.000,4.025,133
mbpp_54,mbpp,pass,0,,0,,3,12.000,3.000,78.643,84.000,1.615,135.692,2.000,8.333,4.000,2.272,13.350,25.407,20.270,,17.449,48.606,74.076,87.299,14.000,6.000,61.751,59.795,2.571,153.758,7.000,0.000,2.000,1.568,232
mbpp_55,mbpp,fail,0,,0,,0,2.000,1.000,83.109,28.529,1.500,42.794,0.000,0.000,0.000,9.038,39.848,35.413,64.286,,18.278,68.000,89.007,92.960,4.000,1.000,78.396,15.510,1.000,15.510,0.000,0.000,1.000,6.891,210
mbpp_56,mbpp,fail,0,,0,,3,5.000,1.000,75.435,11.610,1.000,11.610,0.000,0.000,3.000,3.450,15.519,21.087,28.571,,15.452,28.302,72.104,84.535,8.000,3.000,66.025,100.078,4.000,400.313,1.000,0.000,1.000,3.158,48
mbpp_57,mbpp,pass,1,magic_number,0,,3,8.000,2.000,87.976,39.863,1.000,39.863,1.000,12.500,5.000,3.142,8.512,31.981,23.656,,16.862,41.830,73.358,86.691,6.000,2.000,74.420,15.510,1.000,15.510,1.000,0.000,2.000,2.578,244
mbpp_58,mbpp,pass,0,,0,,3,5.000,1.000,94.193,82.045,2.364,193.924,0.000,20.000,1.000,3.960,10.456,37.349,26.316,,31.879,44.444,79.522,88.859,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,14.931,70
mbpp_59,mbpp,fail,1,magic_number,0,,3,5.000,1.000,94.056,85.837,2.154,184.879,0.000,20.000,1.000,5.363,17.973,48.576,43.243,,39.312,52.308,83.720,89.500,2.000,1.000,82.402,36.000,1.333,48.000,0.000,0.000,0.000,11.435,146
mbpp_60,mbpp,fail,0,,0,,0,7.000,4.000,69.018,51.891,1.875,97.297,6.000,0.000,4.000,1.932,29.751,41.479,54.000,,24.882,60.952,82.858,85.254,13.000,8.000,61.085,85.837,2.917,250.357,11.000,0.000,3.000,2.044,216
mbpp_61,mbpp,pass,0,,0,,0,8.000,5.000,67.614,36.000,1.333,48.000,6.000,0.000,4.000,2.226,31.657,40.063,44.444,,18.165,49.711,80.753,91.229,10.000,2.000,62.926,102.799,1.500,154.198,1.000,0.000,3.000,2.728,237
mbpp_62,mbpp,pass,1,magic_number,0,,3,5.000,1.000,74.645,23.265,0.600,13.959,0.000,0.000,2.000,3.425,10.351,45.087,26.316,,49.368,33.898,78.254,86.107,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,8.722,85
mbpp_63,mbpp,fail,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,1.000,4.447,11.021,33.231,30.303,,14.819,72.131,85.665,91.058,4.000,2.000,81.856,4.755,0.500,2.377,0.000,0.000,2.000,4.204,226
mbpp_64,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.518,14.489,29.783,50.000,,30.648,82.927,83.232,87.827,3.000,1.000,100.000,0.000,0.000,0.000,0.000,33.333,1.000,6.823,106
mbpp_65,mbpp,pass,0,,0,,0,8.000,3.000,70.076,25.266,1.200,30.319,5.000,0.000,2.000,1.775,40.466,54.402,66.667,,27.121,85.714,87.963,82.800,8.000,3.000,70.076,25.266,1.200,30.319,5.000,0.000,2.000,1.923,195
mbpp_66,mbpp,pass,1,magic_number,0,,3,5.000,3.000,71.274,64.529,1.833,118.304,0.000,0.000,2.000,2.626,12.055,45.939,41.379,,18.286,32.258,78.431,86.380,6.000,3.000,74.285,15.510,1.000,15.510,3.000,0.000,0.000,3.290,75
mbpp_67,mbpp,fail,1,magic_number,0,,3,10.000,5.000,80.143,129.268,3.846,497.183,6.000,10.000,2.000,5.754,45.528,51.439,62.185,,32.233,54.118,82.761,89.357,8.000,5.000,65.944,90.000,3.333,300.000,3.000,0.000,1.000,1.910,282
mbpp_68,mbpp,pass,0,,0,,0,2.000,4.000,79.493,82.045,3.500,287.156,1.000,0.000,3.000,1.917,94.549,95.955,100.000,,88.852,100.000,97.893,96.751,3.000,4.000,79.493,82.045,3.500,287.156,1.000,0.000,3.000,2.120,163
mbpp_69,mbpp,fail,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,5.137,0.009,13.698,11.111,,3.302,14.184,67.744,81.789,17.000,9.000,57.106,131.770,3.125,411.780,18.000,0.000,2.000,1.845,145
mbpp_70,mbpp,pass,0,,0,,0,5.000,3.000,79.608,4.755,0.500,2.377,3.000,0.000,1.000,3.971,13.935,46.624,53.333,,20.063,64.000,85.461,91.941,12.000,5.000,67.584,15.510,1.000,15.510,5.000,0.000,2.000,3.045,155
mbpp_71,mbpp,fail,0,,0,,0,14.000,4.000,59.612,132.000,6.600,871.200,6.000,0.000,2.000,1.968,33.691,42.072,54.206,,38.836,77.736,81.563,93.093,15.000,5.000,59.114,120.000,4.545,545.455,7.000,0.000,3.000,2.227,222
mbpp_72,mbpp,fail,0,,0,,0,10.000,5.000,61.241,210.831,8.000,1686.650,7.000,0.000,0.000,3.197,13.112,57.405,39.216,,38.529,21.622,75.947,89.738,4.000,2.000,78.261,15.510,1.000,15.510,1.000,0.000,0.000,8.159,230
mbpp_73,mbpp,fail,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,6.395,33.668,60.982,78.261,,40.653,100.000,89.395,92.712,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,7.865,287
mbpp_74,mbpp,fail,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,6.575,0.001,13.275,8.889,,2.097,9.662,62.863,83.805,21.000,8.000,57.148,70.324,2.182,153.434,11.000,0.000,7.000,2.042,158
mbpp_75,mbpp,fail,0,,0,,0,2.000,4.000,84.559,15.510,1.000,15.510,0.000,0.000,1.000,3.939,18.524,35.856,53.333,,29.067,86.111,87.386,92.483,3.000,4.000,80.717,15.510,1.000,15.510,0.000,0.000,2.000,7.084,290
mbpp_76,mbpp,fail,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,9.936,0.940,25.578,22.222,,7.608,28.571,75.238,88.335,6.000,2.000,67.116,171.300,4.062,695.908,1.000,0.000,0.000,3.407,125
mbpp_77,mbpp,fail,0,,0,,0,4.000,5.000,74.077,53.774,2.500,134.436,0.000,0.000,3.000,2.274,13.600,34.000,25.532,,30.996,27.907,78.974,89.016,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,11.087,257
mbpp_78,mbpp,pass,0,,0,,0,6.000,3.000,71.415,39.863,1.714,68.337,3.000,0.000,3.000,3.286,41.771,54.065,57.143,,24.718,64.078,86.943,92.825,8.000,3.000,66.253,88.811,3.556,315.771,2.000,0.000,2.000,4.149,202
mbpp_79,mbpp,pass,0,,0,,3,5.000,1.000,72.206,51.891,1.111,57.657,0.000,0.000,2.000,4.695,18.066,37.539,35.556,,19.873,43.243,75.415,84.954,7.000,3.000,72.825,15.510,1.000,15.510,4.000,0.000,2.000,3.729,53
mbpp_80,mbpp,pass,0,,0,,0,2.000,1.000,81.290,51.891,1.875,97.297,0.000,0.000,0.000,3.831,80.828,87.340,100.000,,66.013,95.833,96.302,95.371,2.000,1.000,81.290,51.891,1.875,97.297,0.000,0.000,0.000,4.858,110
mbpp_81,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.074,4.241,21.063,22.222,,8.381,43.750,81.818,90.164,5.000,2.000,79.742,4.755,0.500,2.377,1.000,0.000,3.000,3.292,358
mbpp_82,mbpp,fail,1,magic_number,0,,3,7.000,1.000,88.117,85.837,2.154,184.879,0.000,14.286,2.000,4.775,28.057,58.952,45.283,,37.469,63.736,80.425,89.151,4.000,1.000,74.846,49.829,1.250,62.286,0.000,0.000,0.000,4.059,168
mbpp_83,mbpp,fail,1,magic_number,0,,3,5.000,2.000,95.247,55.507,1.500,83.260,0.000,20.000,4.000,3.814,14.754,27.207,23.188,,14.630,24.060,74.575,86.065,9.000,3.000,64.972,93.765,2.909,272.772,3.000,0.000,4.000,2.673,208
mbpp_84,mbpp,fail,1,magic_number,1,magic_number,3,13.000,4.000,77.416,77.709,1.273,98.903,5.000,7.692,2.000,2.141,22.737,56.313,44.776,,39.134,45.926,79.425,83.817,5.000,3.000,71.208,75.284,3.500,263.495,4.000,0.000,1.000,3.923,103
mbpp_85,mbpp,pass,1,magic_number,0,,3,6.000,1.000,91.442,70.324,1.500,105.486,0.000,16.667,1.000,10.010,21.126,58.769,39.130,,32.335,58.333,79.558,88.000,4.000,1.000,77.163,23.265,0.600,13.959,0.000,0.000,0.000,4.674,182
mbpp_86,mbpp,fail,1,magic_number,0,,3,5.000,1.000,71.360,68.532,1.636,112.144,0.000,0.000,1.000,4.044,24.704,55.667,46.154,,35.272,49.180,88.460,90.321,2.000,1.000,82.234,38.039,2.000,76.078,0.000,0.000,0.000,9.766,70
mbpp_87,mbpp,fail,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,2.307,50.628,63.815,81.081,,23.285,79.167,89.719,93.873,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.971,441
mbpp_88,mbpp,pass,0,,0,,0,8.000,3.000,71.560,15.510,1.000,15.510,4.000,0.000,0.000,1.572,14.266,34.776,29.268,,16.121,50.847,78.627,86.856,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.700,358
mbpp_89,mbpp,fail,1,magic_number,1,magic_number,3,5.000,2.000,93.223,108.000,3.000,324.000,1.000,20.000,1.000,4.047,8.058,39.549,30.000,,33.822,30.769,79.810,88.094,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,15.932,163
mbpp_90,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.809,11.590,28.087,42.424,,12.610,53.333,80.071,89.480,6.000,3.000,77.881,4.755,0.500,2.377,3.000,0.000,1.000,2.386,99
mbpp_91,mbpp,pass,0,,0,,0,5.000,3.000,79.608,4.755,0.500,2.377,3.000,0.000,0.000,2.931,29.166,54.959,59.459,,46.001,73.913,87.503,93.871,4.000,3.000,81.722,4.755,0.500,2.377,1.000,0.000,1.000,3.155,101
mbpp_92,mbpp,fail,0,,0,,3,5.000,2.000,71.312,66.608,1.091,72.663,0.000,0.000,6.000,4.053,15.759,39.587,34.375,,26.814,51.200,78.402,86.484,7.000,4.000,71.005,27.000,1.800,48.600,4.000,0.000,2.000,2.786,92
mbpp_93,mbpp,pass,1,magic_number,0,,3,5.000,1.000,96.388,39.863,1.000,39.863,0.000,20.000,1.000,3.533,24.787,31.662,32.000,,15.985,40.476,74.886,83.671,9.000,4.000,67.070,45.000,3.000,135.000,5.000,0.000,1.000,1.703,57
mbpp_94,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.100,21.490,31.538,43.750,,12.357,68.085,80.998,90.219,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.947,162
mbpp_95,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.252,54.334,58.594,71.429,,21.182,83.721,91.369,94.063,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,6.072,92
mbpp_96,mbpp,pass,1,magic_number,0,,3,9.000,3.000,64.975,82.045,1.750,143.578,3.000,0.000,2.000,2.245,29.034,44.422,50.000,,21.892,50.943,84.955,90.280,4.000,4.000,76.866,22.459,1.875,42.110,1.000,0.000,2.000,3.365,75
mbpp_97,mbpp,pass,0,,0,,0,9.000,4.000,70.310,15.510,1.000,15.510,7.000,0.000,0.000,1.781,22.367,40.592,43.836,,17.596,73.684,81.962,93.993,11.000,5.000,68.274,15.510,1.000,15.510,4.000,0.000,1.000,2.177,170
mbpp_98,mbpp,pass,0,,0,,0,5.000,2.000,76.473,13.932,1.333,18.575,1.000,0.000,1.000,3.387,25.916,38.154,50.000,,54.312,100.000,86.469,94.438,5.000,2.000,76.473,13.932,1.333,18.575,1.000,0.000,1.000,4.152,167
mbpp_99,mbpp,pass,1,magic_number,0,,3,5.000,1.000,97.775,25.266,0.500,12.633,0.000,20.000,3.000,2.712,37.563,69.076,50.000,,59.561,55.556,86.871,90.623,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.157,164
mbpp_100,mbpp,fail,1,magic_number,0,,3,11.000,3.000,79.139,88.000,2.333,205.333,3.000,9.091,3.000,2.348,16.378,36.869,23.684,,24.255,39.062,79.016,90.034,6.000,3.000,73.159,22.459,1.875,42.110,3.000,0.000,2.000,3.166,228
mbpp_101,mbpp,fail,1,magic_number,0,,3,5.000,1.000,96.388,39.863,1.000,39.863,0.000,20.000,1.000,4.176,18.565,27.030,24.096,,16.963,20.513,76.468,85.442,6.000,4.000,68.758,91.377,3.200,292.405,6.000,0.000,1.000,2.002,111
mbpp_102,mbpp,pass,1,magic_number,0,,3,6.000,2.000,94.421,25.266,0.500,12.633,0.000,16.667,4.000,2.410,22.872,38.399,34.483,,37.887,29.268,81.702,88.488,3.000,3.000,84.447,4.755,0.500,2.377,1.000,0.000,3.000,3.482,186
mbpp_103,mbpp,fail,0,,0,,0,5.000,2.000,74.663,25.266,2.250,56.849,3.000,0.000,1.000,3.081,20.171,45.080,61.538,,25.845,56.566,88.857,88.176,6.000,4.000,67.248,150.117,6.000,900.704,4.000,0.000,1.000,2.864,294
mbpp_104,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.486,22.806,48.431,44.444,,12.847,80.000,87.990,92.661,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.507,155
mbpp_105,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.146,51.424,70.100,76.923,,48.965,85.714,90.852,94.968,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,6.783,101
mbpp_106,mbpp,fail,0,,0,,3,5.000,1.000,95.586,51.891,1.111,57.657,0.000,20.000,1.000,2.430,4.361,32.689,12.121,,18.504,24.762,73.986,84.296,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,6.189,198
mbpp_107,mbpp,pass,1,magic_number,1,magic_number,0,6.000,4.000,70.370,53.774,2.500,134.436,4.000,0.000,1.000,2.952,20.617,47.137,61.538,,30.702,68.800,83.613,91.734,12.000,7.000,60.434,142.624,7.333,1045.907,12.000,0.000,1.000,2.853,149
mbpp_108,mbpp,fail,0,,0,,0,,,,,,,,,,3.827,2.651,24.926,9.677,,25.392,,63.482,80.937,7.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,2.097,512
mbpp_109,mbpp,pass,1,magic_number,1,magic_number,3,9.000,3.000,84.887,53.774,1.000,53.774,3.000,11.111,2.000,3.397,28.024,55.583,56.250,,25.679,67.327,84.336,91.347,6.000,3.000,74.285,15.510,1.000,15.510,3.000,0.000,1.000,3.626,168
mbpp_110,mbpp,fail,0,,0,,0,8.000,4.000,71.425,15.510,1.000,15.510,5.000,0.000,1.000,2.499,13.518,33.786,28.169,,31.905,86.364,78.058,91.613,9.000,4.000,70.636,13.932,1.333,18.575,5.000,0.000,1.000,2.926,148
mbpp_111,mbpp,pass,0,,0,,0,5.000,2.000,79.742,4.755,0.500,2.377,1.000,0.000,2.000,2.799,25.518,51.403,45.000,,21.468,60.870,83.767,92.410,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,5.368,229
mbpp_112,mbpp,fail,1,magic_number,0,,3,7.000,1.000,67.553,84.000,1.615,135.692,0.000,0.000,1.000,3.238,9.574,44.147,26.316,,36.442,37.838,80.239,88.702,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,6.933,72
mbpp_113,mbpp,pass,0,,0,,3,5.000,1.000,74.645,23.265,0.600,13.959,0.000,0.000,2.000,3.397,5.348,19.760,16.667,,10.198,40.323,69.776,84.290,12.000,7.000,64.224,53.774,1.667,89.624,5.000,0.000,4.000,2.787,53
mbpp_114,mbpp,fail,0,,0,,0,4.000,3.000,81.722,4.755,0.500,2.377,0.000,0.000,3.000,3.438,18.285,48.340,32.653,,30.681,52.874,81.066,88.443,4.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,6.754,467
mbpp_115,mbpp,fail,0,,0,,0,2.000,2.000,91.057,2.000,0.500,1.000,0.000,0.000,2.000,5.349,15.371,41.237,53.333,,18.050,77.273,86.596,90.235,3.000,2.000,87.215,2.000,0.500,1.000,0.000,0.000,1.000,19.398,175
mbpp_116,mbpp,pass,1,magic_number,0,,3,5.000,1.000,97.775,25.266,0.500,12.633,0.000,20.000,4.000,2.474,23.449,47.722,32.000,,24.972,50.633,81.537,89.623,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,3.415,174
mbpp_117,mbpp,fail,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.634,4.122,20.356,23.529,,4.672,34.043,73.720,87.267,11.000,4.000,100.000,0.000,0.000,0.000,7.000,0.000,4.000,2.639,428
mbpp_118,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.569,31.112,47.031,52.632,,12.906,62.069,88.721,93.081,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,2.792,134
mbpp_119,mbpp,fail,0,,0,,0,5.000,3.000,73.549,34.869,2.800,97.634,3.000,0.000,2.000,2.226,23.508,49.053,48.780,,21.031,58.140,80.022,91.260,5.000,2.000,79.742,4.755,0.500,2.377,1.000,0.000,1.000,2.897,224
mbpp_120,mbpp,fail,0,,0,,0,3.000,1.000,78.092,42.000,1.333,56.000,0.000,0.000,2.000,2.484,16.193,37.167,30.000,,7.428,44.444,78.328,87.776,3.000,2.000,84.582,4.755,0.500,2.377,0.000,0.000,2.000,5.567,256
mbpp_121,mbpp,fail,0,,0,,0,7.000,7.000,64.902,175.931,1.562,274.892,11.000,0.000,2.000,1.535,7.567,26.046,19.417,,21.085,31.532,75.167,88.626,7.000,7.000,66.415,172.877,5.786,1000.218,6.000,0.000,1.000,2.457,215
mbpp_122,mbpp,fail,1,magic_number,1,magic_number,3,48.000,22.000,59.643,284.984,0.955,272.031,22.000,8.333,2.000,1.685,4.003,17.442,12.429,,5.218,15.723,65.981,77.705,15.000,5.000,59.308,112.588,3.462,389.728,10.000,0.000,3.000,2.572,426
mbpp_123,mbpp,fail,0,,0,,0,18.000,9.000,54.932,235.560,7.816,1841.090,11.000,0.000,3.000,1.676,16.730,24.996,29.448,,15.054,43.885,73.968,89.742,15.000,11.000,57.826,140.554,6.462,908.196,8.000,0.000,5.000,1.971,260
mbpp_124,mbpp,fail,1,magic_number,0,,3,6.000,1.000,92.258,53.774,1.667,89.624,0.000,16.667,2.000,4.470,17.993,49.842,29.630,,26.701,48.193,76.645,87.182,5.000,1.000,79.877,4.755,0.500,2.377,0.000,0.000,2.000,4.443,199
mbpp_125,mbpp,fail,0,,0,,0,9.000,3.000,64.870,51.891,1.875,97.297,3.000,0.000,2.000,1.931,18.079,34.044,42.105,,24.566,41.892,79.683,84.677,9.000,5.000,67.569,36.541,2.333,85.263,6.000,0.000,2.000,2.375,196
mbpp_126,mbpp,fail,1,magic_number,0,,3,7.000,1.000,87.183,116.692,2.250,262.557,2.000,14.286,5.000,2.134,28.356,48.598,49.438,,42.067,60.993,80.080,88.622,6.000,4.000,69.719,66.608,2.667,177.621,4.000,0.000,2.000,2.132,236
mbpp_127,mbpp,pass,0,,0,,0,5.000,2.000,79.742,4.755,0.500,2.377,1.000,0.000,1.000,2.749,6.921,24.633,21.739,,11.178,44.444,75.977,89.839,9.000,4.000,65.918,65.729,5.000,328.646,5.000,0.000,1.000,1.785,122
mbpp_128,mbpp,pass,0,,0,,0,4.000,3.000,81.722,4.755,0.500,2.377,0.000,0.000,2.000,2.693,21.844,40.376,46.809,,17.315,71.605,83.838,91.883,7.000,3.000,76.420,4.755,0.500,2.377,3.000,0.000,3.000,3.303,137
mbpp_129,mbpp,fail,0,,0,,3,11.000,7.000,91.230,68.532,1.636,112.144,1.000,36.364,6.000,2.015,13.465,34.324,27.350,,20.224,37.949,73.990,86.005,17.000,7.000,60.012,55.351,2.857,158.145,4.000,0.000,6.000,2.285,353
mbpp_130,mbpp,pass,0,,0,,0,6.000,3.000,77.881,4.755,0.500,2.377,0.000,0.000,5.000,2.100,14.115,39.824,24.615,,22.561,53.097,77.845,89.562,7.000,2.000,75.290,4.755,0.500,2.377,1.000,0.000,3.000,2.397,327
mbpp_131,mbpp,pass,0,,0,,0,13.000,4.000,61.724,83.026,4.571,379.549,5.000,0.000,3.000,1.363,8.470,27.860,28.571,,11.862,28.141,78.330,79.027,13.000,5.000,61.864,60.229,3.000,180.686,7.000,0.000,0.000,1.667,261
mbpp_132,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.417,38.246,64.669,50.000,,22.039,74.074,92.813,94.122,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.314,155
mbpp_133,mbpp,pass,0,,0,,1,1.000,1.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,6.186,9.289,25.816,26.667,,16.292,46.154,80.713,84.954,3.000,1.000,81.991,4.755,0.500,2.377,0.000,0.000,3.000,4.097,236
mbpp_134,mbpp,fail,1,magic_number,1,magic_number,0,11.000,6.000,61.656,130.799,4.167,544.995,8.000,0.000,1.000,2.462,24.222,43.066,50.000,,29.847,52.632,81.134,91.826,10.000,4.000,66.441,39.863,1.714,68.337,5.000,0.000,1.000,2.746,283
mbpp_135,mbpp,fail,1,magic_number,0,,3,5.000,1.000,71.281,70.324,1.500,105.486,0.000,0.000,1.000,4.698,29.726,61.047,48.485,,35.655,52.632,86.091,89.922,2.000,1.000,83.478,25.266,1.200,30.319,0.000,0.000,0.000,9.225,63
mbpp_136,mbpp,fail,1,magic_number,1,magic_number,3,10.000,3.000,79.753,160.540,3.529,566.610,3.000,10.000,1.000,4.289,12.915,22.046,23.762,,10.851,55.866,76.594,86.933,15.000,4.000,57.109,242.499,3.864,936.929,4.000,0.000,0.000,3.703,309
mbpp_137,mbpp,fail,0,,0,,0,4.000,1.000,81.991,4.755,0.500,2.377,0.000,0.000,2.000,3.092,11.329,25.824,21.277,,17.662,50.667,75.318,88.979,10.000,3.000,67.760,27.000,1.800,48.600,4.000,0.000,2.000,3.118,104
mbpp_138,mbpp,fail,0,,0,,0,11.000,5.000,63.172,83.026,4.571,379.549,6.000,0.000,0.000,2.505,35.768,72.944,57.692,,42.309,46.575,86.357,93.131,5.000,2.000,76.147,15.510,1.000,15.510,2.000,0.000,0.000,3.970,231
mbpp_139,mbpp,fail,0,,0,,0,3.000,1.000,81.447,13.932,0.500,6.966,0.000,0.000,0.000,3.140,27.098,48.637,36.364,,17.786,61.111,86.740,90.754,3.000,1.000,81.447,13.932,0.500,6.966,0.000,0.000,0.000,4.988,104
mbpp_140,mbpp,fail,1,inefficient_loop,1,inefficient_loop,0,6.000,3.000,77.881,4.755,0.500,2.377,3.000,0.000,3.000,3.053,14.032,34.148,32.000,,19.782,68.817,80.138,92.079,9.000,4.000,71.190,11.610,1.000,11.610,6.000,0.000,3.000,3.331,319
mbpp_141,mbpp,fail,0,,0,,0,8.000,3.000,65.624,30.881,2.625,81.062,3.000,0.000,5.000,2.241,13.936,24.015,34.884,,17.965,54.082,79.032,90.738,8.000,2.000,63.840,76.107,4.000,304.430,1.000,0.000,3.000,2.153,346
mbpp_142,mbpp,fail,0,,0,,0,8.000,5.000,70.165,22.459,1.000,22.459,10.000,0.000,0.000,2.256,29.453,50.447,48.000,,21.770,58.140,85.770,90.559,3.000,2.000,82.321,10.000,0.500,5.000,0.000,0.000,2.000,5.139,122
mbpp_143,mbpp,fail,0,,0,,0,2.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.320,34.178,52.769,41.379,,23.462,51.163,80.734,86.542,5.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,2.000,4.780,125
mbpp_144,mbpp,fail,1,magic_number,0,,3,5.000,4.000,95.183,51.891,1.875,97.297,0.000,20.000,3.000,3.496,10.882,31.053,26.829,,10.441,41.379,74.482,85.354,5.000,2.000,70.551,97.672,2.909,284.137,1.000,0.000,1.000,3.708,202
mbpp_145,mbpp,pass,0,,0,,0,4.000,1.000,81.991,4.755,0.500,2.377,0.000,0.000,2.000,3.825,19.778,33.070,44.000,,6.767,51.613,83.865,90.150,7.000,2.000,76.555,4.755,0.500,2.377,1.000,0.000,3.000,2.155,148
